	cluster	q	p	overall_frequency	C1_nf	C2_nf	C3_nf	C4_nf	C5_nf	C1_f	C2_f	C3_f	C4_f	C5_f	C1_mut	C1_wt	C2_mut	C2_wt	C3_mut	C3_wt	C4_mut	C4_wt	C5_mut	C5_wt	C1_sum	C2_sum	C3_sum	C4_sum	C5_sum
BTG1	C5	3.594558649008105e-05	9.99990000099999e-06	0.25636363636363635	0.1843971631205674	0.12765957446808512	0.07092198581560284	0.2127659574468085	0.4042553191489362	0.04727272727272727	0.03272727272727273	0.01818181818181818	0.05454545454545454	0.10363636363636364	26	88	18	109	10	85	30	45	57	82	38	29	17	50	89
CD79B	C5	3.594558649008105e-05	9.99990000099999e-06	0.16727272727272727	0.1847826086956522	0.10869565217391304	0.043478260869565216	0.07608695652173914	0.5869565217391304	0.03090909090909091	0.01818181818181818	0.007272727272727273	0.012727272727272728	0.09818181818181818	17	97	10	117	4	91	7	68	54	85	33	18	8	13	106
MYD88.L265P	C5	3.594558649008105e-05	9.99990000099999e-06	0.12	0.030303030303030304	0.10606060606060606	0.0	0.04545454545454546	0.8181818181818181	0.0036363636363636364	0.012727272727272728	0.0	0.005454545454545455	0.09818181818181818	2	112	7	120	0	95	3	72	54	85	4	14	0	6	108
X18P.AMP	C5	3.594558649008105e-05	9.99990000099999e-06	0.24545454545454545	0.0962962962962963	0.34814814814814815	0.1111111111111111	0.044444444444444446	0.39999999999999997	0.023636363636363636	0.08545454545454545	0.02727272727272727	0.01090909090909091	0.09818181818181818	13	101	47	80	15	80	6	69	54	85	14	51	17	7	62
IGLL5	C5	3.594558649008105e-05	9.99990000099999e-06	0.12	0.15151515151515152	0.10606060606060606	0.030303030303030304	0.13636363636363638	0.5757575757575758	0.01818181818181818	0.012727272727272728	0.0036363636363636364	0.016363636363636365	0.06909090909090909	10	104	7	120	2	93	9	66	38	101	20	11	4	16	69
X19Q.AMP	C5	3.594558649008105e-05	9.99990000099999e-06	0.16000000000000003	0.12499999999999997	0.3181818181818181	0.10227272727272727	0.03409090909090909	0.4204545454545454	0.02	0.05090909090909091	0.016363636363636365	0.005454545454545455	0.06727272727272728	11	103	28	99	9	86	3	72	37	102	12	30	9	3	42
ETV6	C5	3.594558649008105e-05	9.99990000099999e-06	0.09090909090909091	0.060000000000000005	0.08	0.02	0.12000000000000001	0.7200000000000001	0.005454545454545455	0.007272727272727273	0.0018181818181818182	0.01090909090909091	0.06545454545454546	3	111	4	123	1	94	6	69	36	103	6	8	1	12	70
TBL1XR1	C5	3.594558649008105e-05	9.99990000099999e-06	0.12000000000000001	0.1212121212121212	0.09090909090909091	0.10606060606060605	0.13636363636363635	0.5454545454545454	0.014545454545454545	0.01090909090909091	0.012727272727272728	0.016363636363636365	0.06545454545454546	8	106	6	121	7	88	9	66	36	103	16	12	13	18	71
BTG2	C5	3.594558649008105e-05	9.99990000099999e-06	0.17818181818181816	0.33673469387755106	0.09183673469387757	0.0	0.21428571428571433	0.35714285714285715	0.06	0.016363636363636365	0.0	0.038181818181818185	0.06363636363636363	33	81	9	118	0	95	21	54	35	104	60	17	0	38	66
X19Q13.42.AMP	C5	3.594558649008105e-05	9.99990000099999e-06	0.1290909090909091	0.16901408450704228	0.18309859154929578	0.04225352112676057	0.11267605633802817	0.4929577464788732	0.02181818181818182	0.023636363636363636	0.005454545454545455	0.014545454545454545	0.06363636363636363	12	102	13	114	3	92	8	67	35	104	13	14	3	8	47
TMSB4X	C5	3.594558649008105e-05	9.99990000099999e-06	0.1581818181818182	0.24137931034482757	0.08045977011494253	0.06896551724137931	0.21839080459770113	0.3908045977011494	0.038181818181818185	0.012727272727272728	0.01090909090909091	0.034545454545454546	0.06181818181818182	21	93	7	120	6	89	19	56	34	105	41	13	12	37	66
X6Q21.DEL	C5	3.594558649008105e-05	9.99990000099999e-06	0.11454545454545455	0.09523809523809525	0.22222222222222224	0.09523809523809525	0.04761904761904762	0.5396825396825397	0.01090909090909091	0.025454545454545455	0.01090909090909091	0.005454545454545455	0.06181818181818182	6	108	14	113	6	89	3	72	34	105	6	15	7	3	38
PRDM1	C5	3.594558649008105e-05	9.99990000099999e-06	0.10545454545454545	0.22413793103448276	0.08620689655172413	0.06896551724137931	0.05172413793103449	0.5689655172413793	0.023636363636363636	0.00909090909090909	0.007272727272727273	0.005454545454545455	0.06	13	101	5	122	4	91	3	72	33	106	24	10	8	4	66
GRHPR	C5	3.594558649008105e-05	9.99990000099999e-06	0.05454545454545455	0.1	0.06666666666666667	0.0	0.13333333333333333	0.7	0.005454545454545455	0.0036363636363636364	0.0	0.007272727272727273	0.038181818181818185	3	111	2	125	0	95	4	71	21	118	5	4	0	8	39
HLA.B	C5	6.56783555621234e-05	1.999980000199998e-05	0.12000000000000001	0.3333333333333333	0.0606060606060606	0.07575757575757575	0.16666666666666666	0.36363636363636365	0.04	0.007272727272727273	0.00909090909090909	0.02	0.04363636363636364	22	92	4	123	5	90	11	64	24	115	44	6	9	21	48
CARD11	C5	0.000658137748519422	0.00023999760002399976	0.17090909090909093	0.14893617021276595	0.09574468085106383	0.22340425531914893	0.23404255319148934	0.2978723404255319	0.025454545454545455	0.016363636363636365	0.038181818181818185	0.04	0.05090909090909091	14	100	9	118	21	74	22	53	28	111	26	18	42	41	54
HLA.A	C5	0.0007713922860771392	0.0002899971000289997	0.10181818181818184	0.2321428571428571	0.08928571428571426	0.05357142857142857	0.24999999999999997	0.37499999999999994	0.023636363636363636	0.00909090909090909	0.005454545454545455	0.025454545454545455	0.038181818181818185	13	101	5	122	3	92	14	61	21	118	26	10	6	28	42
IRF2BP2	C5	0.0008427638495892269	0.0003199968000319997	0.1181818181818182	0.12307692307692307	0.10769230769230768	0.12307692307692307	0.21538461538461537	0.43076923076923074	0.014545454545454545	0.012727272727272728	0.014545454545454545	0.025454545454545455	0.05090909090909091	8	106	7	120	8	87	14	61	28	111	14	14	15	25	53
OSBPL10	C5	0.0012314691667898137	0.0004999950000499995	0.13999999999999999	0.2077922077922078	0.07792207792207793	0.12987012987012989	0.19480519480519481	0.38961038961038963	0.02909090909090909	0.01090909090909091	0.01818181818181818	0.02727272727272727	0.05454545454545454	16	98	6	121	10	85	15	60	30	109	30	11	19	25	59
TOX	C5	0.001821243048830773	0.0007599924000759993	0.056363636363636366	0.06451612903225806	0.03225806451612903	0.22580645161290322	0.25806451612903225	0.4193548387096774	0.0036363636363636364	0.0018181818181818182	0.012727272727272728	0.014545454545454545	0.023636363636363636	2	112	1	126	7	88	8	67	13	126	4	2	14	16	25
HLA.C	C5	0.005834780361873801	0.0027199728002719973	0.04	0.27272727272727276	0.045454545454545456	0.0	0.18181818181818182	0.5	0.01090909090909091	0.0018181818181818182	0.0	0.007272727272727273	0.02	6	108	1	126	0	95	4	71	11	128	12	2	0	8	22
PIM2	C5	0.007246856665291615	0.0034599654003459965	0.06363636363636364	0.17142857142857143	0.14285714285714282	0.028571428571428567	0.14285714285714282	0.5142857142857142	0.01090909090909091	0.00909090909090909	0.0018181818181818182	0.00909090909090909	0.03272727272727273	6	108	5	122	1	94	5	70	18	121	11	8	2	10	29
X18Q22.2.AMP	C5	0.011155392322045772	0.005409945900540994	0.049090909090909095	0.037037037037037035	0.3333333333333333	0.2222222222222222	0.0	0.4074074074074074	0.0018181818181818182	0.016363636363636365	0.01090909090909091	0.0	0.02	1	113	9	118	6	89	0	75	11	128	1	13	6	0	14
X6Q14.1.DEL	C5	0.020891469917417613	0.010759892401075988	0.05818181818181818	0.125	0.0625	0.3125	0.09375000000000001	0.40625	0.007272727272727273	0.0036363636363636364	0.01818181818181818	0.005454545454545455	0.023636363636363636	4	110	2	125	10	85	3	72	13	126	4	2	11	3	14
SF3B1	C5	0.037667455493277234	0.02024979750202498	0.02181818181818182	0.0	0.08333333333333333	0.08333333333333333	0.3333333333333333	0.5	0.0	0.0018181818181818182	0.0018181818181818182	0.007272727272727273	0.01090909090909091	0	114	1	126	1	94	4	71	6	133	0	2	2	7	11
ZC3H12A	C5	0.04287143335463197	0.023369766302336975	0.04727272727272727	0.11538461538461539	0.15384615384615385	0.038461538461538464	0.2692307692307692	0.4230769230769231	0.005454545454545455	0.007272727272727273	0.0018181818181818182	0.012727272727272728	0.02	3	111	4	123	1	94	7	68	11	128	6	7	2	13	22
ATP2A2	C5	0.051335677119419276	0.02836971630283697	0.010909090909090908	0.16666666666666669	0.0	0.0	0.0	0.8333333333333334	0.0018181818181818182	0.0	0.0	0.0	0.00909090909090909	1	113	0	127	0	95	0	75	5	134	2	0	0	0	9
X6P21.33.DEL	C5	0.058164751685816474	0.03279967200327997	0.24181818181818182	0.15037593984962405	0.2631578947368421	0.12030075187969924	0.13533834586466167	0.3308270676691729	0.03636363636363636	0.06363636363636363	0.02909090909090909	0.03272727272727273	0.08	20	94	35	92	16	79	18	57	44	95	20	38	16	18	46
X1Q32.1.AMP	C5	0.058164751685816474	0.03270967290327097	0.07818181818181819	0.09302325581395349	0.2325581395348837	0.1627906976744186	0.06976744186046512	0.4418604651162791	0.007272727272727273	0.01818181818181818	0.012727272727272728	0.005454545454545455	0.034545454545454546	4	110	10	117	7	88	3	72	19	120	5	13	9	3	25
BCL11A	C5	0.06551934480655194	0.03743962560374396	0.05818181818181818	0.09375000000000001	0.15625	0.09375000000000001	0.25	0.40625	0.005454545454545455	0.00909090909090909	0.005454545454545455	0.014545454545454545	0.023636363636363636	3	111	5	122	3	92	8	67	13	126	6	8	5	15	23
IRF4	C5	0.06981566547970884	0.04041959580404196	0.07818181818181819	0.13953488372093023	0.2325581395348837	0.13953488372093023	0.046511627906976744	0.4418604651162791	0.01090909090909091	0.01818181818181818	0.01090909090909091	0.0036363636363636364	0.034545454545454546	6	108	10	117	6	89	2	73	19	120	11	19	10	3	32
LYN	C5	0.07910895574588557	0.04698953010469895	0.034545454545454546	0.368421052631579	0.15789473684210528	0.05263157894736842	0.0	0.42105263157894735	0.012727272727272728	0.005454545454545455	0.0018181818181818182	0.0	0.014545454545454545	7	107	3	124	1	94	0	75	8	131	14	5	2	0	16
ETS1	C5	0.08530202197978021	0.05130948690513095	0.07454545454545455	0.26829268292682923	0.07317073170731707	0.14634146341463414	0.21951219512195122	0.2926829268292683	0.02	0.005454545454545455	0.01090909090909091	0.016363636363636365	0.02181818181818182	11	103	3	124	6	89	9	66	12	127	22	6	11	18	23
BCOR	C5	0.11566854028429412	0.07174928250717492	0.05454545454545455	0.2	0.06666666666666667	0.2	0.1	0.4333333333333333	0.01090909090909091	0.0036363636363636364	0.01090909090909091	0.005454545454545455	0.023636363636363636	6	108	2	125	6	89	3	72	13	126	12	4	12	6	25
ANKRD35	C5	0.13652946803865296	0.08622913770862291	0.06545454545454546	0.2222222222222222	0.16666666666666666	0.1111111111111111	0.05555555555555555	0.4444444444444444	0.014545454545454545	0.01090909090909091	0.007272727272727273	0.0036363636363636364	0.02909090909090909	8	106	6	121	4	91	2	73	16	123	12	8	6	4	26
DAZAP1	C5	0.15327705546473946	0.0979590204097959	0.04181818181818182	0.30434782608695654	0.13043478260869568	0.043478260869565216	0.08695652173913043	0.43478260869565216	0.012727272727272728	0.005454545454545455	0.0018181818181818182	0.0036363636363636364	0.01818181818181818	7	107	3	124	1	94	2	73	10	129	14	5	1	4	19
KIAA1919	C5	0.15514449506667724	0.1003189968100319	0.01090909090909091	0.3333333333333333	0.0	0.0	0.0	0.6666666666666666	0.0036363636363636364	0.0	0.0	0.0	0.007272727272727273	2	112	0	127	0	95	0	75	4	135	3	0	0	0	8
ARHGAP25	C5	0.1869345148356426	0.12438875611243888	0.03636363636363636	0.1	0.1	0.15000000000000002	0.30000000000000004	0.35000000000000003	0.0036363636363636364	0.0036363636363636364	0.005454545454545455	0.01090909090909091	0.012727272727272728	2	112	2	125	3	92	6	69	7	132	4	4	6	11	12
HIST1H2AG	C5	0.19286301519007282	0.12905870941290587	0.06363636363636364	0.19999999999999998	0.14285714285714282	0.08571428571428572	0.2571428571428571	0.3142857142857143	0.012727272727272728	0.00909090909090909	0.005454545454545455	0.016363636363636365	0.02	7	107	5	122	3	92	9	66	11	128	11	8	6	14	19
BTK	C5	0.2215336316582189	0.15240847591524084	0.02909090909090909	0.125	0.0625	0.125	0.25	0.4375	0.0036363636363636364	0.0018181818181818182	0.0036363636363636364	0.007272727272727273	0.012727272727272728	2	112	1	126	2	93	4	71	7	132	4	2	4	8	14
DACH1	C5	0.2311588776004132	0.16048839511604884	0.056363636363636366	0.25806451612903225	0.0967741935483871	0.25806451612903225	0.06451612903225806	0.3225806451612903	0.014545454545454545	0.005454545454545455	0.014545454545454545	0.0036363636363636364	0.01818181818181818	8	106	3	124	8	87	2	73	10	129	14	6	15	4	18
GLDC	C5	0.2518823198864785	0.17612823871761282	0.03272727272727273	0.2222222222222222	0.05555555555555555	0.27777777777777773	0.05555555555555555	0.3888888888888889	0.007272727272727273	0.0018181818181818182	0.00909090909090909	0.0018181818181818182	0.012727272727272728	4	110	1	126	5	90	1	74	7	132	8	2	10	1	12
PFN1	C5	0.2805088179484697	0.2014179858201418	0.01818181818181818	0.0	0.1	0.30000000000000004	0.2	0.4	0.0	0.0018181818181818182	0.005454545454545455	0.0036363636363636364	0.007272727272727273	0	114	1	126	3	92	2	73	4	135	0	2	6	4	7
CDKN2A	C5	0.29505451138382016	0.21779782202177977	0.05272727272727273	0.27586206896551724	0.06896551724137931	0.20689655172413796	0.13793103448275862	0.3103448275862069	0.014545454545454545	0.0036363636363636364	0.01090909090909091	0.007272727272727273	0.016363636363636365	8	106	2	125	6	89	4	71	9	130	16	4	12	6	18
BEST3	C5	0.29505451138382016	0.21851781482185179	0.01818181818181818	0.30000000000000004	0.2	0.0	0.0	0.5	0.005454545454545455	0.0036363636363636364	0.0	0.0	0.00909090909090909	3	111	2	125	0	95	0	75	5	134	6	4	0	0	10
FNBP1	C5	0.32804995182371405	0.24418755812441875	0.02	0.27272727272727276	0.09090909090909091	0.0	0.18181818181818182	0.45454545454545453	0.005454545454545455	0.0018181818181818182	0.0	0.0036363636363636364	0.00909090909090909	3	111	1	126	0	95	2	73	5	134	6	2	0	4	10
X6Q14.3.DEL	C5	0.34081076274664385	0.2549674503254967	0.07636363636363636	0.14285714285714288	0.16666666666666669	0.21428571428571433	0.09523809523809525	0.380952380952381	0.01090909090909091	0.012727272727272728	0.016363636363636365	0.007272727272727273	0.02909090909090909	6	108	7	120	9	86	4	71	16	123	6	7	11	4	19
PAX5	C5	0.38005858747382676	0.2871871281287187	0.034545454545454546	0.2631578947368421	0.05263157894736842	0.15789473684210528	0.21052631578947367	0.31578947368421056	0.00909090909090909	0.0018181818181818182	0.005454545454545455	0.007272727272727273	0.01090909090909091	5	109	1	126	3	92	4	71	6	133	10	1	5	7	12
OR8I2	C5	0.44864884684486483	0.34913650863491363	0.05090909090909091	0.10714285714285715	0.32142857142857145	0.10714285714285715	0.10714285714285715	0.3571428571428571	0.005454545454545455	0.016363636363636365	0.005454545454545455	0.005454545454545455	0.01818181818181818	3	111	9	118	3	92	3	72	10	129	6	18	6	5	19
X21Q22.3.AMP	C5	0.4544100013545319	0.35703642963570364	0.03090909090909091	0.17647058823529413	0.11764705882352941	0.17647058823529413	0.058823529411764705	0.47058823529411764	0.005454545454545455	0.0036363636363636364	0.005454545454545455	0.0018181818181818182	0.014545454545454545	3	111	2	125	3	92	1	74	8	131	3	4	3	1	9
AUNIP	C5	0.4904058068424055	0.3890061099389006	0.01090909090909091	0.3333333333333333	0.0	0.16666666666666666	0.0	0.5	0.0036363636363636364	0.0	0.0018181818181818182	0.0	0.005454545454545455	2	112	0	127	1	94	0	75	3	136	3	0	2	0	6
STK33	C5	0.4931940351957983	0.3949260507394926	0.027272727272727275	0.26666666666666666	0.06666666666666667	0.2	0.06666666666666667	0.4	0.007272727272727273	0.0018181818181818182	0.005454545454545455	0.0018181818181818182	0.01090909090909091	4	110	1	126	3	92	1	74	6	133	8	2	6	2	11
X6Q23.3.DEL	C5	0.5636362727281818	0.46296537034629653	0.11454545454545455	0.14285714285714288	0.1904761904761905	0.20634920634920634	0.1746031746031746	0.28571428571428575	0.016363636363636365	0.02181818181818182	0.023636363636363636	0.02	0.03272727272727273	9	105	12	115	13	82	11	64	18	121	9	12	13	11	19
CD7	C5	0.5636362727281818	0.45840541594584056	0.023636363636363636	0.23076923076923078	0.07692307692307693	0.15384615384615385	0.07692307692307693	0.46153846153846156	0.005454545454545455	0.0018181818181818182	0.0036363636363636364	0.0018181818181818182	0.01090909090909091	3	111	1	126	2	93	1	74	6	133	6	2	4	2	12
HIST1H3B	C5	0.6382881545633882	0.5447045529544704	0.03272727272727273	0.16666666666666666	0.2222222222222222	0.05555555555555555	0.16666666666666666	0.3888888888888889	0.005454545454545455	0.007272727272727273	0.0018181818181818182	0.005454545454545455	0.012727272727272728	3	111	4	123	1	94	3	72	7	132	4	8	2	6	11
ZC3H18	C5	0.6554034459655405	0.5617743822561775	0.05454545454545455	0.16666666666666666	0.26666666666666666	0.1	0.1	0.36666666666666664	0.00909090909090909	0.014545454545454545	0.005454545454545455	0.005454545454545455	0.02	5	109	8	119	3	92	3	72	11	128	9	16	4	5	21
HCN1	C5	0.6695731303556529	0.5789442105578945	0.05090909090909091	0.17857142857142855	0.2142857142857143	0.10714285714285715	0.10714285714285715	0.39285714285714285	0.00909090909090909	0.01090909090909091	0.005454545454545455	0.005454545454545455	0.02	5	109	6	121	3	92	3	72	11	128	9	11	5	4	18
OLIG1	C5	0.6704050200877302	0.5827941720582794	0.014545454545454545	0.25	0.125	0.125	0.0	0.5	0.0036363636363636364	0.0018181818181818182	0.0018181818181818182	0.0	0.007272727272727273	2	112	1	126	1	94	0	75	4	135	4	2	2	0	7
GPR126	C5	0.6767063659835504	0.5927540724592754	0.034545454545454546	0.2631578947368421	0.10526315789473684	0.15789473684210528	0.10526315789473684	0.368421052631579	0.00909090909090909	0.0036363636363636364	0.005454545454545455	0.0036363636363636364	0.012727272727272728	5	109	2	125	3	92	2	73	7	132	10	3	5	3	13
PTPRH	C5	0.6901380558843984	0.6071139288607114	0.03636363636363636	0.25	0.15000000000000002	0.25	0.05	0.30000000000000004	0.00909090909090909	0.005454545454545455	0.00909090909090909	0.0018181818181818182	0.01090909090909091	5	109	3	124	5	90	1	74	6	133	10	6	8	2	12
CTDP1	C5	0.7010607860023096	0.6219937800621994	0.03636363636363637	0.24999999999999994	0.15	0.19999999999999998	0.049999999999999996	0.35	0.00909090909090909	0.005454545454545455	0.007272727272727273	0.0018181818181818182	0.012727272727272728	5	109	3	124	4	91	1	74	7	132	10	4	8	2	13
ABHD14B	C5	0.7139122726419794	0.6387636123638764	0.01090909090909091	0.16666666666666666	0.3333333333333333	0.0	0.0	0.5	0.0018181818181818182	0.0036363636363636364	0.0	0.0	0.005454545454545455	1	113	2	125	0	95	0	75	3	136	2	4	0	0	6
SMO	C5	0.7589387742486211	0.6896431035689643	0.04	0.09090909090909091	0.27272727272727276	0.18181818181818182	0.13636363636363638	0.3181818181818182	0.0036363636363636364	0.01090909090909091	0.007272727272727273	0.005454545454545455	0.012727272727272728	2	112	6	121	4	91	3	72	7	132	4	11	7	6	13
EIF5	C5	0.7589387742486211	0.6886231137688623	0.016363636363636365	0.1111111111111111	0.1111111111111111	0.2222222222222222	0.1111111111111111	0.4444444444444444	0.0018181818181818182	0.0018181818181818182	0.0036363636363636364	0.0018181818181818182	0.007272727272727273	1	113	1	126	2	93	1	74	4	135	2	2	4	2	8
ARIH1	C5	0.759745324357456	0.6940530594694053	0.025454545454545455	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.14285714285714285	0.4285714285714286	0.0036363636363636364	0.0036363636363636364	0.0036363636363636364	0.0036363636363636364	0.01090909090909091	2	112	2	125	2	93	2	73	6	133	4	3	4	3	11
TSR1	C5	0.77494618496438	0.7108528914710853	0.01818181818181818	0.2	0.1	0.1	0.2	0.4	0.0036363636363636364	0.0018181818181818182	0.0018181818181818182	0.0036363636363636364	0.007272727272727273	2	112	1	126	1	94	2	73	4	135	4	2	2	4	7
DKK4	C5	0.8622340868224784	0.8136118638813612	0.01090909090909091	0.16666666666666666	0.16666666666666666	0.16666666666666666	0.0	0.5	0.0018181818181818182	0.0018181818181818182	0.0018181818181818182	0.0	0.005454545454545455	1	113	1	126	1	94	0	75	3	136	2	2	2	0	6
TMEM82	C5	0.9900119866725862	0.986290137098629	0.016363636363636365	0.2222222222222222	0.2222222222222222	0.1111111111111111	0.1111111111111111	0.3333333333333333	0.0036363636363636364	0.0036363636363636364	0.0018181818181818182	0.0018181818181818182	0.005454545454545455	2	112	2	125	1	94	1	74	3	136	2	3	2	2	6
SPIB	C5	1.0	1.0	0.03272727272727273	0.2222222222222222	0.2222222222222222	0.16666666666666666	0.1111111111111111	0.27777777777777773	0.007272727272727273	0.007272727272727273	0.005454545454545455	0.0036363636363636364	0.00909090909090909	4	110	4	123	3	92	2	73	5	134	7	7	5	4	7
